Team Code,Game Code,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal
688,5.07E+12,1,0,4,4,0,0,0,0,0,28,5,192,5,326,0,0,0,4,2,34,20,8,50,5,42,3,2,0,0,12,6,2,2019,4,30,9,2,1,1,5,4,0
8,8.00E+12,3,2,2,2,1,0,0,0,0,26,5,226,6,354,1,1,0,1,0,32,30,9,50,3,32,6,1,2,0,3,13,1,2027,4,26,14,5,1,0,4,2,2
37,8.00E+12,0,0,3,3,0,0,1,0,0,21,8,320,3,204,0,2,1,2,1,43,24,6,17,3,7,10,0,3,0,9,5,1,1573,8,68,12,4,0,0,1,1,0
8,8.03E+12,1,1,5,5,0,0,0,0,0,38,5,199,7,416,2,0,0,0,0,53,16,5,20,2,10,4,1,2,0,9,7,2,2004,6,47,17,8,3,2,5,3,1
334,8.03E+12,2,2,2,2,0,0,0,0,0,20,3,116,5,320,0,0,0,1,1,44,32,4,10,1,2,0,0,3,0,10,9,1,1590,7,78,13,4,2,2,1,1,0
8,8.04E+12,1,1,4,4,0,0,0,0,0,31,5,206,6,384,0,0,0,0,0,40,17,6,36,2,18,2,0,5,0,12,5,0,1896,3,25,11,4,1,0,1,1,0
430,8.04E+12,2,1,0,0,0,0,0,0,0,3,5,198,2,127,0,0,0,1,0,35,30,3,7,0,0,3,0,2,0,5,4,2,1704,2,14,13,2,4,2,3,0,1
8,8.04E+12,5,5,1,1,0,0,0,0,0,22,6,245,7,453,1,0,0,2,1,35,12,4,13,0,0,5,2,5,1,9,8,0,2299,4,30,20,4,4,4,6,0,5
433,8.04E+12,1,1,0,0,0,0,0,0,0,3,6,228,2,125,0,0,0,3,1,39,38,3,15,2,14,7,1,5,0,1,10,1,1301,4,31,9,0,2,1,2,0,1
8,8.07E+12,5,4,2,2,1,1,0,0,0,34,5,224,8,517,0,0,0,2,1,28,26,9,43,5,38,0,2,3,0,9,11,2,2222,10,83,17,6,0,0,8,3,3
742,8.07E+12,1,1,3,3,0,0,0,0,0,24,8,365,5,333,0,0,0,5,2,43,38,8,15,2,5,0,1,5,0,4,4,3,1378,6,45,12,2,1,0,2,1,1
9,9.02E+12,4,2,1,1,1,1,0,0,0,21,1,43,4,225,0,0,1,1,1,21,46,7,10,0,0,2,0,2,0,16,8,0,2134,3,26,14,7,2,0,5,2,2
196,9.02E+12,3,3,4,4,0,0,0,0,0,37,3,155,7,412,1,0,0,1,0,39,62,8,46,4,30,1,1,1,0,6,7,1,1466,4,25,12,4,1,1,3,0,3
9,9.04E+12,1,0,1,1,0,0,0,0,0,7,6,271,2,87,0,0,0,0,0,30,62,2,10,1,7,4,2,4,0,7,9,0,1556,15,135,12,2,3,0,2,1,0
388,9.04E+12,2,2,3,3,0,0,0,0,0,27,4,187,6,345,0,0,0,3,1,27,56,6,15,2,7,3,0,4,0,7,15,2,2044,5,39,16,8,2,1,4,2,1
9,9.04E+12,1,1,4,4,0,0,0,0,0,31,6,192,6,314,0,0,0,2,1,50,14,8,36,4,23,0,3,2,0,7,14,1,1953,4,44,12,4,0,0,3,2,1
404,9.04E+12,0,0,3,3,0,0,0,0,0,21,5,224,3,206,0,0,1,4,2,46,12,9,47,1,12,1,0,1,1,8,13,0,1647,6,45,14,4,4,1,4,3,0
9,9.04E+12,3,2,1,1,0,0,0,0,0,13,6,242,3,190,0,0,0,0,0,29,38,7,21,0,0,0,0,2,0,14,4,0,1979,6,33,11,3,0,0,4,1,2
433,9.04E+12,0,0,7,6,0,0,0,0,0,48,3,138,8,527,3,0,0,0,0,37,36,8,34,1,6,1,0,3,0,7,15,0,1621,3,25,13,8,2,1,4,4,0
9,9.07E+12,3,2,1,1,1,0,0,0,0,19,8,331,4,222,0,0,1,0,0,35,70,6,17,1,5,0,1,3,0,9,3,1,1595,11,100,14,3,0,0,4,1,2
697,9.07E+12,0,0,8,8,0,0,0,0,0,56,2,92,9,601,1,0,0,2,1,33,30,7,27,4,20,0,0,7,0,17,11,2,2005,3,25,17,14,0,0,7,7,0
9,9.07E+12,2,1,5,5,0,0,0,0,0,38,3,143,6,350,0,0,0,0,0,39,46,6,24,2,15,11,1,5,0,11,6,1,1529,8,111,10,4,1,0,3,2,0
704,9.07E+12,3,2,3,3,1,0,0,0,0,33,1,30,5,253,2,0,1,1,1,18,58,6,17,0,0,2,0,3,0,11,19,5,2081,5,68,15,7,2,1,6,2,2
9,9.07E+12,2,2,0,0,1,1,0,0,0,14,6,275,4,220,0,0,0,2,0,39,32,7,27,2,10,0,3,2,0,9,6,3,1681,8,63,15,6,1,0,3,1,2
716,9.07E+12,2,2,3,3,0,0,0,0,0,27,3,154,6,408,2,1,0,3,1,36,30,5,16,1,5,0,2,4,0,7,13,5,1919,15,142,12,4,1,1,3,1,2
129,1.70E+13,2,2,6,6,0,0,0,0,0,48,3,128,9,568,0,0,0,0,0,31,44,6,32,1,9,1,0,3,0,12,6,2,1858,3,30,13,5,2,2,8,5,2
17,1.70E+13,1,0,0,0,0,0,0,0,0,0,7,289,1,55,0,0,0,1,1,33,40,4,14,1,2,0,0,1,0,3,4,0,1742,9,58,15,3,3,0,1,0,0
664,1.71E+13,2,1,7,7,0,0,0,0,0,52,2,61,9,553,0,0,0,1,1,44,4,4,27,2,24,0,1,4,0,23,11,0,2062,10,105,10,4,2,2,10,7,1
17,1.71E+13,0,0,0,0,0,0,0,0,0,0,9,347,1,52,0,0,0,1,1,75,10,1,2,0,0,0,1,3,0,4,4,2,1538,6,34,13,3,0,0,1,0,0
196,2.70E+13,2,2,3,3,0,0,0,0,1,29,5,220,6,402,1,0,0,0,0,39,52,11,32,3,17,4,1,1,0,9,7,2,1581,9,109,14,6,0,0,2,0,2
27,2.70E+13,2,1,3,3,0,0,0,0,0,24,5,169,6,388,1,0,0,2,0,16,66,6,15,0,0,2,0,3,0,10,7,1,2019,6,62,17,6,2,1,4,3,0
28,2.80E+13,1,0,1,1,1,0,0,0,0,13,4,170,3,183,0,0,0,6,5,44,20,7,15,0,0,0,0,6,0,10,5,2,1675,9,62,10,3,1,0,0,0,0
110,2.80E+13,4,3,2,2,0,0,0,0,0,23,7,283,5,349,1,0,0,0,0,38,20,10,33,4,23,0,4,2,0,6,8,2,1925,11,100,16,6,0,0,3,0,3
28,2.80E+13,2,1,2,2,0,0,0,0,0,17,7,293,4,210,0,1,0,0,0,33,32,3,8,0,0,0,1,4,0,5,6,3,1803,8,74,13,4,0,0,3,1,1
257,2.80E+13,2,2,2,2,0,0,0,0,0,20,5,201,4,250,1,0,0,1,1,26,26,9,26,1,10,0,0,4,1,5,9,3,1797,7,55,15,6,1,0,3,1,2
28,2.81E+13,0,0,3,3,0,0,0,0,0,21,8,301,4,237,0,0,0,1,0,36,26,4,7,0,0,1,1,1,0,4,7,3,2185,9,82,18,7,1,0,3,3,0
529,2.81E+13,3,3,5,5,0,0,0,0,0,44,3,116,9,545,0,0,0,2,1,43,36,7,31,2,16,2,1,5,1,10,8,2,1415,6,58,11,3,1,0,5,4,1
28,2.81E+13,0,0,2,2,0,0,0,0,0,14,6,258,3,182,0,0,0,1,1,47,30,3,16,0,0,0,2,3,0,6,8,1,1348,10,90,11,3,2,0,1,1,0
674,2.81E+13,3,2,3,3,1,0,0,0,0,33,2,78,7,430,0,0,0,2,0,32,18,3,22,2,21,0,1,3,0,11,12,4,2252,3,25,16,8,2,0,4,2,1
28,2.81E+13,0,0,3,1,1,1,0,0,0,27,5,244,5,284,0,0,0,3,3,47,12,23,110,12,82,6,3,2,0,14,7,1,1742,6,70,12,3,2,1,5,4,0
754,2.81E+13,0,0,2,2,0,0,0,0,0,14,9,370,3,166,0,0,0,5,2,49,26,5,22,1,9,2,2,3,1,2,6,2,1858,10,85,17,2,4,2,0,0,0
28,2.90E+13,2,1,2,2,0,0,0,0,0,17,9,383,4,259,0,0,0,2,1,38,22,4,13,1,10,0,1,6,0,6,8,0,1873,10,83,16,3,2,2,3,1,1
29,2.90E+13,3,2,2,2,0,0,0,0,0,20,9,426,4,261,0,1,0,1,0,45,8,10,40,5,27,0,1,2,1,4,8,1,1727,3,13,16,2,2,1,3,0,2
29,2.90E+13,1,1,1,1,1,0,0,0,0,16,6,216,4,218,0,0,0,1,1,39,30,8,23,3,11,1,1,1,0,4,11,3,1693,8,65,13,3,2,0,3,2,1
107,2.90E+13,5,4,1,0,1,0,0,0,0,24,4,171,6,358,0,0,0,1,0,35,36,4,20,3,18,1,1,5,0,8,8,2,1907,6,75,10,2,0,0,3,0,2
29,2.90E+13,1,1,2,2,0,0,0,0,0,17,6,229,3,188,0,0,1,1,0,38,54,6,35,3,32,0,0,4,0,3,4,1,1324,4,41,12,2,3,2,2,1,1
312,2.90E+13,2,2,3,3,0,0,0,0,0,27,5,255,6,392,0,0,0,0,0,19,40,5,27,2,16,4,1,5,0,7,10,2,2276,5,35,19,10,1,0,4,3,1
29,2.90E+13,0,0,0,0,0,0,0,0,0,0,9,374,1,65,0,0,0,1,0,54,13,3,12,0,0,0,0,1,0,3,2,1,1308,2,25,15,3,2,1,1,0,0
463,2.90E+13,4,4,3,3,0,0,0,0,0,33,4,142,8,519,1,0,0,0,0,32,10,4,23,2,20,0,1,7,0,11,7,1,2292,7,55,18,9,0,0,3,2,1
29,2.91E+13,0,0,5,5,0,0,0,0,1,37,5,225,6,363,1,0,0,1,0,38,46,7,32,5,25,0,0,5,0,8,13,4,1879,6,48,11,5,1,0,5,5,0
528,2.91E+13,1,1,3,3,1,1,0,0,0,32,4,137,5,293,2,1,1,0,0,29,44,3,6,0,0,0,0,5,0,9,18,1,1721,6,42,15,7,2,2,5,4,1
29,2.91E+13,0,0,3,3,0,0,0,0,0,21,6,226,4,257,0,1,0,0,0,42,22,6,26,3,17,0,0,6,0,6,11,0,1878,6,35,17,9,2,1,3,2,0
657,2.91E+13,1,1,2,2,0,0,0,0,0,17,6,202,4,278,2,0,0,1,0,28,38,5,6,0,0,0,0,8,0,11,8,1,1722,3,30,13,5,1,0,3,2,1
29,2.91E+13,4,4,3,3,0,0,0,0,0,33,1,44,8,419,0,0,0,2,0,36,2,2,9,2,9,0,0,2,0,6,18,2,2359,8,81,16,8,2,0,8,3,4
756,2.91E+13,0,0,4,4,1,1,0,0,0,36,4,149,6,358,0,0,0,0,0,65,12,6,12,1,5,0,1,2,0,5,6,3,1241,4,44,11,5,1,0,1,1,0
30,3.00E+13,4,4,0,0,1,0,0,0,0,18,4,175,6,340,0,0,0,1,0,30,42,1,1,0,0,0,0,0,0,10,7,1,1945,2,15,14,5,1,1,5,1,4
229,3.00E+13,0,0,5,5,0,0,1,0,0,35,4,166,6,355,1,0,0,2,0,33,52,9,43,3,23,0,0,3,0,9,14,1,1655,3,30,10,6,0,0,3,3,0
30,3.00E+13,1,0,3,3,0,0,0,0,0,21,4,171,3,186,0,0,1,4,1,37,36,4,6,0,0,0,0,3,0,3,13,1,1701,3,37,14,7,2,1,3,2,0
312,3.00E+13,2,1,3,3,0,0,0,0,0,24,4,152,5,300,0,0,0,0,0,33,35,6,20,2,12,4,2,6,0,6,11,1,1899,4,35,14,6,0,0,2,0,1
30,3.00E+13,2,2,1,1,0,0,0,0,0,13,5,181,4,255,1,0,0,0,0,48,14,5,18,2,11,0,0,1,0,4,11,3,1768,3,30,13,4,1,0,4,1,2
367,3.00E+13,2,0,3,3,0,0,0,0,0,21,4,143,4,244,0,0,0,0,0,36,22,6,30,3,23,0,0,2,0,11,9,1,1832,9,63,19,9,3,2,4,1,0
30,3.00E+13,1,0,2,2,0,0,0,0,0,14,7,314,3,194,0,0,0,2,1,49,18,7,10,1,2,0,0,6,0,3,7,3,1778,15,118,14,3,2,0,2,1,0
419,3.00E+13,1,1,5,5,0,0,0,0,0,38,6,248,7,373,0,0,0,3,1,51,6,10,45,4,34,4,0,3,1,10,9,3,1822,9,83,15,6,1,1,3,2,0
30,3.00E+13,1,1,1,0,0,0,0,0,0,9,5,225,3,196,1,0,0,2,1,42,26,3,17,2,16,2,0,4,0,11,3,1,1702,3,20,10,2,2,1,1,1,0
463,3.00E+13,2,1,5,5,0,0,0,0,0,38,3,128,7,486,5,0,0,0,0,32,28,6,35,4,33,7,1,3,0,7,19,1,1898,3,40,13,8,0,0,4,3,1
30,3.00E+13,1,1,1,1,0,0,0,0,0,10,5,232,3,165,0,0,0,3,1,51,26,5,11,0,0,2,0,1,1,7,10,1,1810,16,105,15,7,2,1,3,1,0
498,3.00E+13,2,1,2,1,0,0,0,0,0,16,6,233,4,245,0,0,0,4,0,54,28,6,45,5,43,2,0,9,0,8,4,2,1777,5,51,13,5,0,0,4,1,1
30,3.01E+13,2,1,3,3,0,0,0,0,0,24,2,83,5,308,0,0,0,3,2,46,28,10,62,7,54,0,3,0,0,4,8,1,1616,7,60,12,5,3,0,5,2,1
772,3.01E+13,2,2,2,2,0,0,0,0,0,20,5,204,4,230,0,1,0,3,2,43,22,7,20,3,14,0,3,0,0,9,5,2,1984,6,61,15,5,1,0,4,2,2
8,3.10E+13,0,0,5,5,0,0,0,0,0,35,7,288,6,386,2,0,0,0,0,31,24,8,54,3,28,8,0,8,1,6,9,3,2016,7,60,15,6,1,0,3,2,0
31,3.10E+13,0,0,1,1,0,0,0,0,0,7,10,358,2,132,0,0,0,0,0,37,40,7,16,1,2,2,0,0,0,3,10,1,1584,11,98,14,2,3,1,1,1,0
31,3.10E+13,3,2,2,2,0,0,0,0,0,20,7,251,4,237,1,0,0,3,1,44,46,4,25,2,22,1,0,2,1,3,7,0,1325,4,25,13,0,3,1,2,0,2
196,3.10E+13,5,1,2,2,0,0,0,0,0,17,6,239,4,189,0,0,0,2,1,25,30,3,14,0,0,0,2,4,0,15,9,0,2275,4,10,19,8,0,0,5,2,1
31,3.10E+13,4,2,2,2,0,0,0,0,0,20,7,262,4,251,0,0,0,2,0,50,20,9,51,6,41,0,2,3,0,6,7,0,1720,10,92,13,2,1,1,4,1,2
235,3.10E+13,4,3,2,2,0,0,0,0,0,23,3,129,6,354,0,0,0,4,4,37,18,9,28,4,18,2,1,2,0,11,10,3,1880,3,16,13,4,1,1,6,1,2
31,3.10E+13,4,3,3,3,0,0,0,0,0,30,5,207,7,385,1,0,0,1,0,37,48,7,19,2,12,1,0,3,0,11,10,3,1833,4,30,15,5,1,1,5,3,1
365,3.10E+13,4,4,3,3,0,0,0,0,0,33,4,162,7,419,1,0,0,1,1,28,54,7,29,3,24,4,0,5,0,8,10,0,1767,9,80,12,4,0,0,3,2,1
31,3.10E+13,1,1,2,2,0,0,0,0,0,17,7,239,4,265,0,0,0,1,0,55,24,6,10,0,0,1,1,0,0,3,9,1,1367,6,40,13,4,1,0,1,1,0
433,3.10E+13,3,3,3,3,0,0,0,0,0,30,2,68,7,448,1,0,0,1,1,27,18,7,29,4,24,4,0,4,0,15,15,1,2233,5,35,15,9,0,0,3,1,2
31,3.70E+13,1,1,6,5,0,0,0,0,0,44,4,164,8,494,0,0,0,1,0,53,23,7,46,3,32,3,2,4,0,12,10,6,2307,5,45,13,5,2,0,6,5,1
37,3.70E+13,1,1,2,2,1,0,0,0,0,23,7,273,5,343,2,0,0,4,3,61,20,4,14,1,8,2,0,5,0,9,5,1,1293,8,56,14,4,1,0,4,2,1
37,3.70E+13,1,1,3,3,0,0,0,0,0,24,4,177,5,284,0,0,0,1,0,27,40,6,30,2,20,0,0,2,0,8,10,0,1847,9,60,13,5,2,1,2,1,1
257,3.70E+13,1,1,4,4,0,0,0,0,0,31,5,237,6,391,0,0,0,0,0,39,40,9,42,3,22,0,0,4,0,10,6,2,1753,4,29,11,5,0,0,2,2,0
37,3.70E+13,1,1,1,1,0,0,0,0,0,10,7,278,3,107,0,0,0,3,2,27,50,9,39,3,22,3,1,3,0,9,5,1,1729,7,64,13,4,0,0,2,1,1
365,3.70E+13,3,1,4,4,0,0,0,0,0,31,4,141,6,347,0,1,0,1,1,29,50,10,52,4,31,1,2,4,0,5,14,3,1871,9,49,15,6,1,1,5,3,1
37,3.71E+13,5,4,2,2,0,0,1,0,0,26,6,255,7,455,0,0,0,2,0,37,26,3,7,0,0,5,0,7,1,11,13,0,2086,3,35,17,6,0,0,5,2,3
694,3.71E+13,2,1,2,1,0,0,0,0,0,22,8,334,4,236,0,0,0,1,1,47,46,5,20,0,0,4,1,5,0,6,12,1,1514,4,30,17,4,3,3,2,1,1
37,4.70E+13,1,1,7,7,0,0,0,0,1,54,2,87,9,538,0,1,0,2,1,47,34,7,51,3,40,6,2,4,0,10,11,0,1444,9,86,10,4,2,0,3,2,1
47,4.70E+13,3,3,3,3,0,0,0,0,0,30,4,165,8,495,0,0,0,2,2,42,20,4,9,0,0,1,1,1,0,10,6,3,2156,4,23,15,5,2,0,5,2,3
47,4.70E+13,1,0,4,3,0,0,0,0,1,29,4,154,5,302,0,0,0,3,2,29,30,4,12,1,8,8,0,3,1,18,1,0,2032,5,40,12,4,1,0,2,1,0
204,4.70E+13,2,2,3,3,0,0,0,0,0,27,8,261,7,403,1,1,0,0,0,34,48,10,36,2,16,8,1,0,2,8,4,0,1568,4,20,15,5,1,1,5,3,2
47,4.71E+13,2,2,2,2,0,0,0,0,0,20,3,99,6,369,0,0,0,3,1,27,46,8,32,2,15,0,1,0,0,7,7,0,1858,9,37,14,7,2,1,4,2,2
503,4.71E+13,1,1,3,3,0,0,0,0,1,26,3,110,5,290,1,1,0,1,0,33,34,8,60,4,48,0,1,3,0,9,4,1,1742,3,20,11,5,1,0,4,3,0
47,4.71E+13,0,0,2,1,0,0,0,0,0,19,5,181,3,152,0,1,0,3,3,56,12,6,6,0,0,0,1,2,1,3,11,1,1364,8,67,13,6,1,1,1,1,0
690,4.71E+13,3,1,3,3,0,0,0,0,0,24,4,151,5,342,1,0,0,5,1,41,14,9,46,5,40,0,3,6,0,13,8,2,2236,10,85,17,7,3,1,4,2,1
47,4.71E+13,2,1,2,2,0,0,0,0,0,17,4,172,4,262,1,0,0,1,0,42,34,4,17,1,10,0,3,3,0,6,11,3,1596,6,46,14,8,0,0,3,1,1
725,4.71E+13,1,1,3,3,0,0,0,0,0,24,7,303,5,292,0,0,0,6,1,43,12,7,28,2,17,0,0,1,0,14,3,0,2004,5,41,14,6,0,0,1,1,0
47,4.71E+13,3,3,1,1,1,0,0,0,0,22,8,332,6,367,0,1,0,0,0,40,52,4,9,1,6,4,1,7,0,6,4,0,1742,3,26,14,3,0,0,2,1,1
774,4.71E+13,1,1,2,2,0,0,0,0,0,17,5,212,4,264,1,0,0,1,1,21,58,7,23,1,9,3,0,4,1,7,17,0,1858,5,28,17,7,4,1,3,2,1
235,4.80E+13,0,0,9,8,0,0,0,0,0,62,2,80,10,642,0,1,0,0,0,50,24,4,8,0,0,2,0,2,0,15,11,0,1346,8,43,9,6,1,0,6,5,0
48,4.80E+13,1,1,0,0,0,0,0,0,0,3,9,333,2,120,0,0,0,0,0,35,14,1,4,0,0,0,0,1,0,5,12,1,2254,6,40,20,8,2,1,2,0,0
651,4.81E+13,2,1,8,8,0,0,0,0,0,59,0,0,10,639,1,1,0,0,0,19,38,1,1,0,0,0,2,2,1,14,11,1,2250,10,85,12,8,2,2,7,5,1
48,4.81E+13,1,0,0,0,0,0,0,0,0,0,7,214,1,61,0,0,0,4,1,28,60,2,8,0,0,0,0,2,0,2,6,1,1350,5,40,10,2,0,0,0,0,0
51,5.10E+13,1,1,1,1,0,0,0,0,0,10,5,179,3,164,0,0,0,2,0,55,40,4,12,1,6,4,1,1,0,5,13,0,1436,8,85,14,5,1,0,1,1,0
311,5.10E+13,4,1,3,3,0,0,0,0,0,24,2,85,5,297,0,0,0,1,0,34,38,5,16,1,5,5,2,1,1,13,13,1,2164,10,79,18,12,0,0,5,3,0
51,5.10E+13,2,2,5,4,0,0,0,0,0,40,4,201,9,569,2,0,0,0,0,38,32,6,49,4,47,0,0,6,0,4,15,1,2031,8,65,15,8,1,1,6,4,2
434,5.10E+13,3,3,3,3,0,0,0,0,1,32,6,264,7,414,1,0,0,0,0,43,26,9,44,3,29,0,0,3,1,4,17,1,1569,7,68,16,5,2,1,5,2,2
51,5.11E+13,0,0,1,1,0,0,0,0,0,7,8,377,2,134,0,0,0,1,0,55,28,5,19,1,10,0,0,2,0,1,7,2,1647,11,79,16,3,3,2,1,1,0
522,5.11E+13,4,4,3,3,0,0,0,0,0,33,3,120,8,492,0,0,0,2,0,37,16,6,19,2,12,0,1,4,0,11,19,4,1953,7,110,17,7,3,1,7,3,4
51,5.11E+13,1,1,0,0,0,0,0,0,0,3,5,194,2,112,0,0,0,0,0,47,38,3,19,1,12,0,1,1,1,7,8,3,1624,12,100,13,2,3,1,5,0,1
697,5.11E+13,2,1,5,5,0,0,0,0,0,38,2,29,7,424,0,0,0,1,1,38,32,7,39,3,29,0,0,3,0,15,9,2,1976,13,138,14,10,0,0,6,4,0
51,5.11E+13,3,1,3,3,0,0,0,0,0,24,3,145,5,324,1,1,0,1,1,39,20,5,25,3,19,2,1,1,0,13,4,1,1809,10,90,13,5,1,1,4,1,1
749,5.11E+13,0,0,3,3,0,0,0,0,0,21,2,70,4,265,1,0,0,2,1,31,36,5,17,3,14,1,1,0,1,8,8,3,1791,5,40,13,5,3,2,3,3,0
66,6.60E+13,1,0,6,5,1,1,0,0,0,49,4,145,8,512,1,1,0,0,0,37,38,5,18,1,8,3,0,3,0,10,12,1,1491,9,85,10,3,2,1,6,4,0
71,6.60E+13,1,0,2,2,0,0,0,0,0,14,6,219,3,199,0,0,0,2,1,32,34,2,15,0,0,1,0,2,0,7,8,3,2051,8,75,19,8,3,2,3,2,0
66,6.60E+13,3,3,6,6,0,0,0,0,0,51,3,143,10,634,0,0,0,2,1,52,10,7,17,2,9,0,0,3,0,8,7,0,1668,8,82,9,2,1,0,5,2,3
96,6.60E+13,2,2,4,4,0,0,0,0,0,34,4,180,7,468,0,0,0,0,0,42,18,7,20,0,0,0,2,3,0,7,7,3,1947,6,43,17,4,5,3,3,0,2
66,6.60E+13,5,4,6,6,0,0,0,0,0,54,2,104,12,765,0,0,0,6,0,52,4,4,10,1,2,5,3,7,0,12,10,2,1890,6,78,13,3,3,3,7,3,4
277,6.60E+13,0,0,1,1,0,0,0,0,1,9,5,155,2,137,0,0,0,3,3,47,16,4,7,0,0,5,0,3,0,8,10,3,1710,8,50,9,2,1,0,3,1,0
66,6.60E+13,5,3,4,4,1,1,0,0,0,45,2,79,9,550,0,0,0,0,0,27,56,5,22,2,16,3,0,1,0,6,17,2,1981,8,63,12,5,0,0,7,3,3
366,6.60E+13,0,0,5,5,0,0,0,0,0,35,7,242,4,166,0,0,2,1,0,34,50,4,7,0,0,2,0,1,0,8,5,2,1619,5,46,16,6,2,1,4,4,0
66,6.61E+13,2,1,2,2,0,0,0,0,0,17,8,355,4,265,0,0,0,1,1,42,14,2,11,2,11,0,1,6,0,3,12,1,2083,7,70,18,6,2,2,3,1,1
698,6.61E+13,1,1,1,1,0,0,0,0,0,10,8,387,3,181,0,0,0,2,0,52,16,8,19,0,0,0,1,4,0,4,12,1,1517,7,53,12,1,1,0,1,0,1
66,6.61E+13,2,2,2,2,1,1,0,0,0,28,6,240,6,322,0,0,0,2,2,29,28,13,38,4,23,2,1,2,0,14,8,3,2107,3,24,15,5,2,2,5,3,2
719,6.61E+13,0,0,3,3,0,0,0,0,0,21,8,340,4,216,0,0,0,2,0,38,58,7,16,1,6,0,1,3,0,5,7,0,1493,7,65,12,2,2,0,1,1,0
66,6.61E+13,1,1,7,7,0,0,0,0,0,52,3,152,9,542,1,0,0,1,0,47,28,13,45,4,25,4,0,4,0,16,9,1,1892,9,83,11,4,3,3,7,6,0
731,6.61E+13,1,0,3,3,0,0,0,0,0,21,4,181,4,267,0,0,0,1,1,37,28,1,3,0,0,3,0,3,0,9,10,3,1708,4,43,15,6,3,2,1,1,0
67,6.70E+13,0,0,1,1,0,0,0,0,0,7,10,391,2,89,0,1,0,2,1,46,38,11,24,2,7,3,1,0,0,2,1,1,1549,3,22,12,1,1,0,1,1,0
147,6.70E+13,6,6,1,1,0,0,0,0,0,25,5,224,8,515,0,0,0,2,1,25,32,9,44,4,25,2,1,8,0,10,5,0,2051,5,46,20,6,2,1,4,0,4
67,6.70E+13,5,4,1,1,0,0,0,0,0,19,4,163,5,298,1,0,0,2,0,31,34,6,35,4,32,0,0,5,0,7,9,4,2093,6,65,15,4,1,0,4,0,3
