Team Code,Game Code,Field Goal Att,Field Goal Made,Off XP Kick Att,Off XP Kick Made,Off 2XP Att,Off 2XP Made,Def 2XP Att,Def 2XP Made,Safety,Points,Punt,Punt Yard,Kickoff,Kickoff Yard,Kickoff Touchback,Kickoff Out-Of-Bounds,Kickoff Onside,Fumble,Fumble Lost,Tackle Solo,Tackle Assist,Tackle For Loss,Tackle For Loss Yard,Sack,Sack Yard,QB Hurry,Fumble Forced,Pass Broken Up,Kick/Punt Blocked,1st Down Rush,1st Down Pass,1st Down Penalty,Time Of Possession,Penalty,Penalty Yard,Third Down Att,Third Down Conv,Fourth Down Att,Fourth Down Conv,Red Zone Att,Red Zone TD,Red Zone Field Goal
5,5.01E+12,0,0,2,2,0,0,0,0,0,14,5,156,3,195,3,0,0,0,0,31,42,3,10,1,4,1,0,3,0,5,19,3,1679,8,64,16,6,2,0,4,2,0
129,5.01E+12,1,0,5,5,0,0,0,0,0,35,6,268,6,370,2,0,0,0,0,39,44,1,4,0,0,0,0,6,0,12,7,2,1921,6,50,15,7,1,1,2,2,0
5,5.02E+12,2,1,4,3,1,1,0,0,0,38,10,420,7,369,1,0,0,0,0,54,30,7,27,3,13,0,1,3,0,7,13,2,1908,12,109,21,7,1,0,4,4,0
231,5.02E+12,3,2,5,5,0,0,0,0,0,41,10,406,6,390,5,0,0,5,2,48,16,8,40,2,21,4,0,9,0,12,9,2,1692,9,82,18,4,1,1,5,2,2
5,5.03E+12,1,1,3,3,0,0,0,0,0,24,5,210,4,177,0,0,0,2,1,40,22,3,6,0,0,0,0,1,0,5,16,2,1864,8,76,16,8,2,1,2,1,1
331,5.03E+12,1,0,5,5,0,0,0,0,0,35,5,245,6,320,0,0,0,0,0,51,28,4,26,2,17,1,1,6,0,13,5,0,1736,4,30,11,3,2,2,4,4,0
5,5.05E+12,0,0,4,4,0,0,0,0,0,28,5,193,5,248,1,2,0,0,0,40,48,6,34,1,7,0,0,3,0,10,14,2,1614,7,55,18,9,3,1,4,4,0
519,5.05E+12,2,2,4,4,0,0,0,0,0,34,4,182,7,451,5,0,0,0,0,43,40,7,30,2,21,0,0,6,0,17,8,4,1986,4,40,14,3,4,2,4,3,1
5,5.07E+12,4,4,2,2,0,0,0,0,0,26,5,227,7,396,2,1,0,0,0,62,30,5,19,0,0,2,1,4,0,5,12,1,1716,6,40,17,7,1,1,4,0,3
694,5.07E+12,4,4,5,5,0,0,0,0,0,47,2,81,10,623,5,1,0,2,1,37,32,3,15,1,4,6,0,4,0,10,20,3,1884,5,30,14,5,2,0,8,4,4
5,5.07E+12,1,1,2,2,1,0,0,0,0,23,6,220,4,236,1,0,1,0,0,40,32,5,21,3,12,1,1,0,0,4,12,7,1794,11,63,18,8,1,0,4,2,1
709,5.07E+12,0,0,5,5,0,0,0,0,0,35,4,168,6,386,1,0,0,3,1,38,43,6,40,4,33,2,0,3,0,9,13,2,1806,10,115,9,3,2,1,3,2,0
37,6.00E+12,0,0,7,7,0,0,0,0,1,51,2,52,8,507,6,0,0,0,0,33,14,6,24,2,11,5,1,4,0,14,6,3,2005,11,79,9,5,2,1,5,5,0
6,6.00E+12,0,0,1,1,0,0,0,0,0,7,5,204,3,167,0,0,0,2,0,47,18,8,29,2,16,2,0,0,0,4,7,1,1595,7,66,12,2,4,1,1,1,0
8,8.00E+12,2,1,7,7,0,0,0,0,0,52,2,70,9,580,8,0,0,1,0,28,36,10,47,4,20,3,5,4,0,11,11,0,1888,7,74,11,6,1,0,6,6,0
31,8.00E+12,1,0,0,0,0,0,0,0,0,0,5,220,1,65,1,0,0,8,3,35,34,1,2,0,0,3,0,2,0,8,4,3,1712,1,6,14,3,3,1,2,0,0
8,8.03E+12,2,1,3,3,1,1,0,0,0,32,5,209,5,325,5,0,0,3,1,34,16,5,22,3,15,7,0,5,0,18,5,3,2255,2,15,12,4,0,0,4,2,1
257,8.03E+12,1,0,4,4,0,0,0,0,0,28,6,269,5,321,1,0,0,0,0,41,38,6,24,3,17,4,3,3,1,6,12,0,1345,7,64,12,4,1,1,4,3,0
8,8.04E+12,0,0,3,3,0,0,0,0,0,21,7,316,4,236,1,0,0,2,2,36,74,10,41,3,22,0,0,2,0,8,9,1,1245,1,15,9,1,0,0,3,2,0
365,8.04E+12,3,1,2,2,0,0,0,0,0,17,4,196,3,158,1,0,1,1,0,19,30,2,11,1,5,1,0,4,0,8,14,0,2355,7,51,20,10,2,0,2,2,0
8,8.04E+12,0,0,6,6,0,0,0,0,0,42,4,152,7,430,3,0,0,2,2,30,18,7,32,3,19,2,2,7,1,15,6,0,2189,7,62,9,2,2,1,6,5,0
434,8.04E+12,1,1,1,1,0,0,0,0,0,10,8,302,3,194,1,0,0,2,1,47,28,6,32,2,9,0,2,2,0,2,6,1,1411,2,9,15,2,1,0,1,0,0
8,8.05E+12,0,0,6,6,0,0,0,0,0,42,4,197,7,448,4,0,0,0,0,31,20,5,26,2,16,2,0,4,0,13,14,1,2293,4,40,13,8,1,1,5,5,0
513,8.05E+12,0,0,2,2,0,0,0,0,0,14,5,214,3,194,1,0,0,1,0,37,40,3,7,0,0,0,0,1,0,3,12,1,1307,3,35,8,2,1,0,2,2,0
8,8.07E+12,3,1,6,5,0,0,0,0,0,44,2,88,8,498,4,0,0,2,1,30,32,2,11,0,0,2,0,5,0,11,12,0,2207,4,23,12,6,0,0,3,2,1
694,8.07E+12,2,2,1,1,0,0,0,0,0,13,5,241,4,234,2,0,0,1,0,37,42,3,16,2,15,2,0,1,0,3,7,1,1393,2,15,13,2,2,0,4,1,2
9,9.01E+12,1,1,3,3,0,0,0,0,0,24,3,118,4,233,1,0,1,1,1,34,40,3,9,1,5,1,0,2,0,6,20,0,1797,3,31,16,6,5,2,7,2,1
128,9.01E+12,0,0,7,7,0,0,0,0,0,49,2,77,8,476,3,1,0,0,0,38,52,5,22,2,17,9,1,4,0,8,14,1,1803,3,15,11,6,2,0,6,5,0
9,9.03E+12,1,1,2,2,0,0,0,0,0,17,4,217,3,195,3,0,1,1,1,44,68,9,29,1,4,3,1,5,0,7,13,1,1582,11,90,15,5,5,1,4,2,1
